review,aspect,context,sentiment,sentiment_score
"I was thinking ""SimCity helped me learn about real estate and land use in a fun way, so maybe this game might help me learn something."" This game has no educational value. But more importantly, it wasn't even fun.Okay, maybe it was fun for about an hour as I learned my way around the game. But that was mostly anticipation. I then realized that I'd seen all there was to see. Don't waste your time. This game is simplistic and has no depth whatsoever. SimCity is still the best real estate game around, even if it is only in a roundabout sort of way. If you want a good, educational business game, try Capitalism 2. Good tutorials and an actual understanding of how businesses run. If you want a fun business game, there are plenty of other tycoon games that have to be better than this.",Price / Value,""" This game has no educational value",Positive,0.9939597275417175
"I always buy Pampers Cruise before this. This is the first time I tried Pampers Baby-Dry. The quality is good, soft and a little bit thinner than Pampers Cruise, it's what I expected, especially in summer, I think thinner diaper is better.",Build Quality,"The quality is good, soft and a little bit thinner than Pampers Cruise, it's what I expected, especially in summer, I think thinner diaper is better",Positive,0.8777161810514802
"These leak every single day! Please avoid and save yourself money, time, misery and agony.We committed the mistake of buying a big pack.",Price / Value,"Please avoid and save yourself money, time, misery and agony",Negative,0.9999999998349285
This product works well and the seller shipped it in a reasonable time. I used it to repair two pairs of expensive shoes and the results are good.,Price / Value,I used it to repair two pairs of expensive shoes and the results are good,Negative,0.9473529957808111
"The dress is absolutely adorable. I ordered this dress along with a back-up,(strapless satin tulle prom dress with black lace trim) from this company, as a destination wedding dress. I placed my order late Thursday night and received both in the mail the following Monday...proof that in-stock items are shipped out ASAP. The quality of work/material is very nice on both styles. (thick satin, fully lined, no flaws)I didn't notice if they stated in the description, but the dresses are made in USA. Also, I am very pleased with the fit. If you are unsure or uneasy about ordering a size, go by the size chart measurements. They are completely accurate. It is hard to tell about the length in the pics, I am 5'4"" and the dress falls mid-calf, tea-length. I am very pleased with both dress' styles, prices, and the company. I definitely recommend ordering items from Pacifiplex.",Build Quality,The quality of work/material is very nice on both styles,Positive,0.8774791703227467
"If you purchase this with a Tivo Service gift card, the card is ONLY good for starting a new account, but you do not recieve the card until two weeks after your box arrives. Still fighting with Tivo, Three months now, they say gift card has been voided, not their problem?!I've tried posting this warning before. No suprise it never makes it to the list.",Customer Support,"If you purchase this with a Tivo Service gift card, the card is ONLY good for starting a new account",Positive,0.9998198255562033
"If you purchase this with a Tivo Service gift card, the card is ONLY good for starting a new account, but you do not recieve the card until two weeks after your box arrives. Still fighting with Tivo, Three months now, they say gift card has been voided, not their problem?!I've tried posting this warning before. No suprise it never makes it to the list.",Delivery / Packaging,you do not recieve the card until two weeks after your box arrives,Negative,0.9999530320113224
"There are maybe 3 good movies in the bunch and seperately they are inexpensive movies. The rest are bad writing, directing, acting, etc. Several are ""foreign"" films I guess because the accents are so thick that the dialogue cannot be understood. I will usually sit through any movie at least once, some of these were so bad I shut them off before I finished watching them. If there are any you recognize that you don't own and are building a library, worth the price; but if you think you are getting 8 great movies at a low price, think again.DLP",Price / Value,"If there are any you recognize that you don't own and are building a library, worth the price ... if you think you are getting 8 great movies at a low price, think again",Positive,0.7881656458250184
My daughter loves these! The only thing I wish they would change would be to make the package recyclable.,Delivery / Packaging,The only thing I wish they would change would be to make the package recyclable,Negative,0.6351827604038768
"We have found that these diapers keep everything inside when necessary and hold quite a bit. Now that my granddaughter is 2, we do use a different diaper for nighttime. For daytime, these work out great. With the discount offered by Amazon, the price is better than I have found elsewhere.",Price / Value,"With the discount offered by Amazon, the price is better than I have found elsewhere",Negative,0.5767119660461334
A whole bunch of commercials and a couple articles and even less pictures worth looking at.,Price / Value,A whole bunch of commercials and a couple articles and even less pictures worth looking at,Negative,0.999091636031939
"Went out and got one of these from Staples (an Amazon partner ahem) on special for ninety nine bucks. For that, it's a great deal. I use it on my computer running Ubuntu Linux (Dapper Drake 6.02) and it works great. Had to figure out how to use foo2zjs (foo2zjs dot rkkda dot com has the perfect workable answer to installation...I donated a few dollars for the help), but once you follow the instructions and load that all-important firmware, you are in business, even allowing you to set the printer to toner-saver mode, etc.We also use tonerrefillkits dot com extensively and just refill the cartrdige over and over until the head starts wearing. By then we have saved tons of money using a refilled laser printer vs. buying the cartridges or god forbid using a color inkjet (eek expensive).Good stuff, love HP, thanks!",Customer Support,I donated a few dollars for the help),Negative,0.9606672700701541
"Went out and got one of these from Staples (an Amazon partner ahem) on special for ninety nine bucks. For that, it's a great deal. I use it on my computer running Ubuntu Linux (Dapper Drake 6.02) and it works great. Had to figure out how to use foo2zjs (foo2zjs dot rkkda dot com has the perfect workable answer to installation...I donated a few dollars for the help), but once you follow the instructions and load that all-important firmware, you are in business, even allowing you to set the printer to toner-saver mode, etc.We also use tonerrefillkits dot com extensively and just refill the cartrdige over and over until the head starts wearing. By then we have saved tons of money using a refilled laser printer vs. buying the cartridges or god forbid using a color inkjet (eek expensive).Good stuff, love HP, thanks!",Price / Value,By then we have saved tons of money using a refilled laser printer vs ... buying the cartridges or god forbid using a color inkjet (eek expensive),Negative,0.9998839535106003
"I bought this hoping to use it with my archos 630 video player. Sadly it doesn't even add more than 30 mins of playback time. Its made for less demanding electronics like phones, pda's etc... I wouldn't use this for portable dvd players or video players. Its rated draw power is about 350 mah.",Battery,Its rated draw power is about 350 mah,Negative,0.7330273928336914
"At first, I thought it was just one or two diapers that have sand like in them but it's actually the whole box of diapers that have sand in EVERY DIAPER. But I willing to give it another try. Unfortunately, the 2rd and 3rd boxes were still the same (still have tons of sand like in every diaper). The changing table and crib were filled with tiny sand like everytime I changed my baby diaper. It's freaking me out cause my baby is super active and she's at the stage where she puts everything in her mouth. So, no more Pamper Baby Dry for me.",Delivery / Packaging,it's actually the whole box of diapers that have sand in EVERY DIAPER,Positive,0.9692031517433368
Its not what is expected. I really did'nt like Pampers Baby dry.I have been using Pampers Swaddlers dry max since my baby was born. I had no problem with it. It was really soft and feels good. But comparatively Pampers Baby dry is not good. It looks like plastic.By seeing the price i ust got fooled..So Beware before purchasing this product.,Build Quality,It looks like plastic,Negative,0.7016721488009137
Its not what is expected. I really did'nt like Pampers Baby dry.I have been using Pampers Swaddlers dry max since my baby was born. I had no problem with it. It was really soft and feels good. But comparatively Pampers Baby dry is not good. It looks like plastic.By seeing the price i ust got fooled..So Beware before purchasing this product.,Price / Value,By seeing the price i ust got fooled,Negative,0.6594162402111982
"The magizine itself was good with the one issue they sent. I only received one issue then did not receive another. I ordered in June and now it's September. I received one Magazine. I contacted Men's Fitness Customer Support who said they would reply in 24-48 hours and it's now been a week in a half with nothing. I used to receive Men's Health and I am now going to make the switch. It's more money, but they actually show up each week. Very bad Customer Service. I would not recommend this to anyone.",Customer Support,I contacted Men's Fitness Customer Support who said they would reply in 24-48 hours and it's now been a week in a half with nothing ... Very bad Customer Service,Negative,0.9999999663056476
"The magizine itself was good with the one issue they sent. I only received one issue then did not receive another. I ordered in June and now it's September. I received one Magazine. I contacted Men's Fitness Customer Support who said they would reply in 24-48 hours and it's now been a week in a half with nothing. I used to receive Men's Health and I am now going to make the switch. It's more money, but they actually show up each week. Very bad Customer Service. I would not recommend this to anyone.",Price / Value,It's more money,Negative,0.6648667383094291
"The price was perfect for a brand new cleat. It wasn't shipped as fast as another competitor and was delayed by 1 day. However, the price made up for the time of delivery.",Price / Value,"The price was perfect for a brand new cleat ... , the price made up for the time of delivery",Positive,0.9643595770769684
"The price was perfect for a brand new cleat. It wasn't shipped as fast as another competitor and was delayed by 1 day. However, the price made up for the time of delivery.",Delivery / Packaging,", the price made up for the time of delivery",Negative,0.6056408177568271
"I like these diapers, however, my son gets severe diaper rash with the pampers brand so we use Huggies and there is no rash. The best Huggies are the supremes, worth every extra penny.",Price / Value,"The best Huggies are the supremes, worth every extra penny",Positive,0.9811044060409448
"Fascinating look into the past. I think some people might think this book has a few good ways to go green old fashioned if you're interested or off the grid or survival stuff or whatever (Just steer clear of the medical section. Fear Factor anyone?) but I think it is mostly useful as a historical reference. A great insight to logic back then. Still it was still fun to let your imagination run wild dreaming of doing some of these things. Also if you are going to do some reading about history why not go directly to the source on that particular subject? The chapter on raiseing girls was very modern in some suprising ways, I expected a sit down and be quite chapter but thats not what I got. For the price I think it was worth it.",Price / Value,For the price I think it was worth it,Negative,0.7511466914747931
"These are just what I was looking for. I bought ""Turbo Jam"" and wanted to get their ""sculpting gloves"". However, $50 for 1 lb gloves seemed excessive to me. So, I picked these up instead. They stretch and fit fine on my wrists. I use them around my hands, while making a fist. They work great and seem durable and well made.",Build Quality,They work great and seem durable and well made,Positive,0.999451228450616
"The only reason I gave these diapers 2 stars is because they prevent diaper rash if you aren't able to change a wet diaper right away. Otherwise they're awful. The baby powder smell is overpowering and stinks up the baby as well as the baby's clothes. They're also leaky at night because of the lack of padding in the back, so if the baby lays on his or her back while sleeping, protection is unreliable. They don't work for 12 hours at night like the package says. I've used Pampers in 2 other countries--Japan and the Philippines--and the American ones are cheap looking and stinky like the ones sold in the Philippines but cost more than the Japanese ones. The Japanese ones are unscented, don't leak at night, and are cheaper than the American ones sold in stores. The only good thing about buying them at Amazon is that you can get a better price on them, but in my opinion they're not worth buying no matter how cheap.",Delivery / Packaging,They don't work for 12 hours at night like the package says,Negative,0.9693522871105135
"The only reason I gave these diapers 2 stars is because they prevent diaper rash if you aren't able to change a wet diaper right away. Otherwise they're awful. The baby powder smell is overpowering and stinks up the baby as well as the baby's clothes. They're also leaky at night because of the lack of padding in the back, so if the baby lays on his or her back while sleeping, protection is unreliable. They don't work for 12 hours at night like the package says. I've used Pampers in 2 other countries--Japan and the Philippines--and the American ones are cheap looking and stinky like the ones sold in the Philippines but cost more than the Japanese ones. The Japanese ones are unscented, don't leak at night, and are cheaper than the American ones sold in stores. The only good thing about buying them at Amazon is that you can get a better price on them, but in my opinion they're not worth buying no matter how cheap.",Price / Value,I've used Pampers in 2 other countries--Japan and the Philippines--and the American ones are cheap looking and stinky like the ones sold in the Philippines ... cost more than the Japanese ones ... The only good thing about buying them at Amazon is that you can get a better price on them ... in my opinion they're not worth buying no matter how cheap,Negative,0.9998889738171848
"I've had mine for years and started looking on Amazon in case I need another.I use it all the time to heat soups and chili - it will do this if you use a metal cup and cover it. I've even used it to slow cook single servings of meat. The key is to heat small amounts.Good for melting chocolate or butter without burning and without using another burner. It also works well for heating hide glue for woodworking - keeps it just the right temp without burning.But of course, the main use is to keep coffee or tea hot so you can make extra and nip at it throughout the afternoon.Mine has taken spillovers and not had a problem, I just unplug and wipe it off.",Build Quality,I use it all the time to heat soups and chili - it will do this if you use a metal cup and cover it,Negative,0.9995860511992506
"It comes in the box you see, the daipers are wrapped up tight in 3 big sets, it arrived in good time and has been a huge help with my newborn.",Customer Support,"It comes in the box you see, the daipers are wrapped up tight in 3 big sets, it arrived in good time and has been a huge help with my newborn",Positive,0.9553643869630083
"It comes in the box you see, the daipers are wrapped up tight in 3 big sets, it arrived in good time and has been a huge help with my newborn.",Delivery / Packaging,"It comes in the box you see, the daipers are wrapped up tight in 3 big sets, it arrived in good time and has been a huge help with my newborn",Positive,0.9553643869630083
"I bought these not knowing that they are Pampers ""bargain"" brand. Well, they are certainly no bargain, they are a waste of money. They make the claim that they offer 12 hours of protection but I can hardly squeeze a few hours of protection until they leak or blow out the back. I will definitely NEVER buy these again. The swaddlers are much better diapers",Price / Value,"Well, they are certainly no bargain, they are a waste of money",Negative,0.9997188314032929
We use these diapers when we are out and about and cloth diapering is not an option. They work great and are an awesome value!,Price / Value,They work great and are an awesome value,Positive,0.9999975979290039
I love a great horror film that can actually make you want to turn the light on or lose sleep after watching it. Every so often a film comes along that accomplishes this and 'The Descent' is a prime example. The film is a departure from the clutter of junk horror films that have been released over the past few years by not merely infiltrating you with just startle scenes. The sheer fear factor of being trapped hundreds of feet below ground with the prospect of death at every turn is simply the cornerstone of the aural terror you feel throughout most of the film.The Blu-ray presentation is immaculate from the reference quality video to the PCM 6.1 lossless audio track that is amazingly immersive. A must see for any horror fan and a 'high recommend' for anyone!,Build Quality,The Blu-ray presentation is immaculate from the reference quality video to the PCM 6,Positive,0.9999999445295008
Reason for 4 stars is that batteries are two different brands but at 3 months they seem to be providing satisfactory service.,Customer Support,at 3 months they seem to be providing satisfactory service,Negative,0.9998373739259224
"This pad does get pretty hot, but how well it keeps your beverage hot really depends on the cup that you use. The problem is that most (all?) mugs have a circular bottom, so the actual surface area that contacts the pad is pretty small. That being said, my drink never really got colder than a step hotter than lukewarm, so I guess it works fine!Safety is somewhat of a concern, though. It uses a simple on/off switch, and I'm not sure what will happen if it is left on for days at a time. I think a system where it is only on when a cup is on it would be awesome.Your cup also sits about an inch higher off the table, so risk of knocking it over is a bit higher.Overall, a good and cheap solution to the everyday first world problem of keeping a hot drink hot.",Price / Value,"Overall, a good and cheap solution to the everyday first world problem of keeping a hot drink hot",Positive,0.9999999999996841
"After listening to tracks off this CD on KKSF in San Francisco 15 years ago, I decided to search high and low for one of the last albums on the Columbia label by the jazz piano legend. I finally found a used version in a second hand book store for 5 bucks! It was worth the wait. ""My Love Leads You Home"" & ""Shamballa"" are the highlights on this 7 track CD, which I wish could have been longer. To this day, Ramsey Lewis continues to entertain and gives us a hard to find treasure!Buy it if you can find it!!",Price / Value,It was worth the wait,Positive,0.743779020098821
"From our personal experience we really prefer to use the pampers brand over others, if your struggling for money and stuff buy the biggest bulk box of baby drys from here because they're the cheapest per diaper I've found. Howevere the swaddlers are more absorbent and superior overall in quality. THey're a abit more expenisive tho.",Price / Value,"From our personal experience we really prefer to use the pampers brand over others, if your struggling for money and stuff buy the biggest bulk box of baby drys from here because they're the cheapest per diaper I've found",Positive,0.9999999984036892
"From our personal experience we really prefer to use the pampers brand over others, if your struggling for money and stuff buy the biggest bulk box of baby drys from here because they're the cheapest per diaper I've found. Howevere the swaddlers are more absorbent and superior overall in quality. THey're a abit more expenisive tho.",Delivery / Packaging,"From our personal experience we really prefer to use the pampers brand over others, if your struggling for money and stuff buy the biggest bulk box of baby drys from here because they're the cheapest per diaper I've found",Positive,0.9999999984036892
"From our personal experience we really prefer to use the pampers brand over others, if your struggling for money and stuff buy the biggest bulk box of baby drys from here because they're the cheapest per diaper I've found. Howevere the swaddlers are more absorbent and superior overall in quality. THey're a abit more expenisive tho.",Build Quality,Howevere the swaddlers are more absorbent and superior overall in quality,Negative,0.8506022329324887
"It does keep the mug warm. The coffee? That's a different story. My old warmer died after years of service. Apparently the lawyers became involved in the years between purchases. This warmer doesn't do the job but it probably won't generate any accidental burn lawsuits.""I need someone to protect me from all the measures they take in order to protect me."" -Banksy, street artist.",Customer Support,My old warmer died after years of service,Negative,0.930545422210446
"This CD is a complete compilation of all the songs from TLOZ: OOT. For the most part I like it, but it has some drawbacks. See, when Ocarina of Time first came out, I bought the soundtrack off of Nintendo, which only had 29 songs. Obviously, it hardly contains every song from the game, but the ones on this track are so much longer. Example: in my CD, Track Number 25, Gerudo Valley, runs through the 'verses' twice and then concludes, whereas on this CD, it only runs through once. Acually, it does that for most of the tracks. Zora's Domain on this CD is only about a minute and a half, while mine is longer. I recommend this CD to anyone who is a devout Legend of Zelda fan. It has everything on it, I was thrilled (I especially liked the Temple tracks). They arranged it well, though I think one of the tracks is repeated somewhere. Anyway, I think it's worth the money. GO FOR IT!!!",Price / Value,"Anyway, I think it's worth the money",Negative,0.9828503095084361
"I am very pleased with my recent purchase of 4 boxes of Pampers. Delivery was super-fast (and free), faster than I expected. Having twins, this is the way to go; no having to tote two babies, and a 3 yr old, into the store to buy them.",Delivery / Packaging,"Delivery was super-fast (and free), faster than I expected",Positive,0.9023603145604382
"The faces in the close ups are cut halfway so you basically only see their eyes and you miss a lot of stuff happening in the scenes. I love the show. This is a rating on the quality of the video playback, Not the show.",Build Quality,"This is a rating on the quality of the video playback, Not the show",Positive,0.9979297216544625
"I bought this book in the paperback. When I opened it up I realized it was printed in VERY poor quality. The font on the writing is VERY small compared to others, about an eight or ten font on Word, and to make things worse the print is faded and not even crisp black print. I have good eyesight and don't wear glasses but I knew after the first two pages I would have a major headache if I continued reading this book so I put it up. If extremely small and light faded print bothers you, then you better not buy the mass market paperback version of this book!",Build Quality,When I opened it up I realized it was printed in VERY poor quality,Negative,0.9999999998880424
When item was ordered it was in stock I waited 4 days that I could have ordered another item just to be emailed out of stock. The money was taken out of my account so I couldnt even buy anything else. very irritated I need this hat for a xmas gift wont be buying from this company again.,Price / Value,The money was taken out of my account so I couldnt even buy anything else,Positive,0.9980921255075993
"4 stars for now, haven't used it, as it is a gift for my uncle. Packaging was nice, shipped on time, and no damage from what I can see. Will update review once my uncle uses it.",Delivery / Packaging,"Packaging was nice, shipped on time, and no damage from what I can see",Negative,0.715738170876537
bought this for my mother. its one of her favorite movies. wanted to update her collection....(VHS....old school!). but yeah the dvd came on time in mail and was brand new. clear plastic around dvd case. no complaints A+ rating.,Build Quality,clear plastic around dvd case,Positive,0.9631210361198739
"This case offers very little protection, and most of the phone is exposed. Not worth it...",Price / Value,Not worth it,Negative,0.6176918815694804
this movie with its magnificant cast and its thrilling story could be recommended like all films made by master-director Damiani - but I suffered when watching the story because they sent me a copy with a rather poor image-quality (like a view through strong softening lenses)...a pity..,Build Quality,I suffered when watching the story because they sent me a copy with a rather poor image-quality (like a view through strong softening lenses),Negative,0.9999994431577651
"Jim Cole has been ticketed and banned at many National Parks for willing breaking the law and endangering, not only his life, but the lives of the bears. He was recently mauled at Yellowstone and his actions most likely will result in the death of the bear as he pursued and harrassed a mother bear protecting her cubs. We were at Yellowstone during the incident and the rangers said that the photos they found in his camera did not line up with the tale he told.This is his second mauling because he will risk the life of the bear just to get his money shot. If you are considering buying his books because you love bears, be aware that man is not a advocate for bears but rather will do things that result in their being shot in order to enrich himself.",Price / Value,This is his second mauling because he will risk the life of the bear just to get his money shot,Positive,0.9989382409426428
"The diapers are super absorbent and do a great job. Half way through the bag, we noticed that the sticky tabs weren't sticky. The diapers weren't staying on. This could just be a bad batch of diapers with no sticky, but for the cost of diapers, I am not going to take a change on buying another set of diapers. We are sticking with the Pampers Cruisers - love them!",Price / Value,"for the cost of diapers, I am not going to take a change on buying another set of diapers",Positive,0.9999305667789673
"I already have this movie on DVD, but like it so much that I ordered it on Blu-ray too. I am very impressed with the quality of the HD. I recommend this movie to anyone who enjoys an original horror flick! I also continue to be impressed with Amazon's excellent service and quality products.",Build Quality,I am very impressed with the quality of the HD ... I also continue to be impressed with Amazon's excellent service and quality products,Positive,0.9997616615673709
"I already have this movie on DVD, but like it so much that I ordered it on Blu-ray too. I am very impressed with the quality of the HD. I recommend this movie to anyone who enjoys an original horror flick! I also continue to be impressed with Amazon's excellent service and quality products.",Customer Support,I also continue to be impressed with Amazon's excellent service and quality products,Positive,0.999916279879249
"I love Pampers diapers, and this is the cheapest place to buy them by far!! I used to shop at sams and when i switched to amazon moms i saved $20 a month, not much but a lot with a toddler. We tried every brand out there and every one of them leaked exept for Pampers. And with this price, why buy off brand?",Price / Value,"And with this price, why buy off brand",Negative,0.8412855886644618
"Pampers is by far the best type on diapers. The only one I'd ever buy. I have been supplying my grandson with diapers from birth, and he's never had any leaks or discomfort. I am really always happy to do my purchases from Amazon versus baby.com (1800diapers.com) as they charge a fee for shipping. Amazon is free. I will continue to purchase for my grandson and other family members who want to have a large stock at all times. I really like the bulk packaging.",Battery,com) as they charge a fee for shipping,Negative,0.7332245131486489
"Pampers is by far the best type on diapers. The only one I'd ever buy. I have been supplying my grandson with diapers from birth, and he's never had any leaks or discomfort. I am really always happy to do my purchases from Amazon versus baby.com (1800diapers.com) as they charge a fee for shipping. Amazon is free. I will continue to purchase for my grandson and other family members who want to have a large stock at all times. I really like the bulk packaging.",Delivery / Packaging,com) as they charge a fee for shipping ... I really like the bulk packaging,Positive,0.9999683186094129
"I needed a wireless pci card to get internet access from my garage, but I got more than what I expected. My computer is about 40-45 ft. away from the actual router and is in a completely separate part of the house. I'm surprised that I get 75-80 percent signal strength from where I am, which was way less that my last one that had the small antenna attached directly to the pci card. All I can say is the price and the product are both awesome.",Price / Value,All I can say is the price and the product are both awesome,Positive,0.9948025665814842
"This is the only 12-cup thermal carafe coffee maker I've been able to find, and it's at a decent price. So what's the problem? The machine is supremely finicky about: 1) placement of the filter holder in the basket; 2) closing the swinging basket against the main unit; and 3) placement of the carafe beneath the basket. It's surprisingly easy to get any of those three just slightly wrong, and easy to miss that they aren't quite square. And the result if ANY of the three ""moving parts"" is even minutely ""off"" is coffee all over your counter and floor. We've owned the machine for seven or eight months, and manage to wash the floor with Starbucks at least once a month - and we're forewarned and pretty careful! Too bad - it makes good coffee but who wants to slurp it off the tile?",Price / Value,"This is the only 12-cup thermal carafe coffee maker I've been able to find, and it's at a decent price",Negative,0.9801534657420234
"I was tired of the tabs on luvs and decided to go back to pampers, but when I tried both the cruisers and baby dry diapers this time around, they both gave my little guy diaper rash (they didn't do that a year and a half ago). The baby dry didn't do it as bad as the cruisers. I love pampers products - both the baby dry diapers and the cruisers as well (great fit, quality product), but they are useless if they give your little one diaper rash. Otherwise, amazon does a great job delivering their product.",Build Quality,"I love pampers products - both the baby dry diapers and the cruisers as well (great fit, quality product)",Positive,0.9999999799370647
"Poorly made, washed out stones. Cannot use for gifts because the quality is so terrible. Would have returned but missed return deadline due to travel. Stuck with them.",Build Quality,Cannot use for gifts because the quality is so terrible,Negative,0.9999971607605749
"have 5 kids at home, tried all brands before, from huggies to costco to pampers, etc. by FAR the best in terms of cost and minimal leak. Does not shred like huggies. No reservation",Price / Value,by FAR the best in terms of cost and minimal leak,Negative,0.9999995629140078
"This movie sucks big time. It was so boring, dull, unfunny and a piece of garbage. Please do not waste your precious time or waste your money on this sorry excuse for a movie. This movie makes Mariah Carey's glitter and wisegirls looks like a masterpiece. This is the worst movie I have ever seen. I don't understand how cher got an oscar when Glenn Close was nominated for fatal attraction. Again I repeat, THIS MOVIE IS A WASTE OF TIME, DON'T EVEN BOTHER, IT MADE ME SICK. HORRIBLE, HORRIBLE MOVIE. STUPID CRAP. DON'T SEE IT. VERY VERY BORING.",Price / Value,Please do not waste your precious time or waste your money on this sorry excuse for a movie,Negative,0.9999999999840925
Have used these since our 1st child was born. The last couple months they started to have a distict smell. We moved to Huggies but the price from Amazon has moves us back. Thanks Amazon,Price / Value,the price from Amazon has moves us back,Negative,0.9998953134499137
I purchased this book when I got a divorce. I knew it would be hard on my 5 year old and I wanted to give her as much support as I possibly could. This book was amazing in helping my daughter work thru issues. I am happy to say that she is fairly well adjusted and give this book partial credit. She is now 8 and this books still sits on her bookshelf for whenever she may need it.,Customer Support,I knew it would be hard on my 5 year old and I wanted to give her as much support as I possibly could,Negative,0.984146611563134
"I like to sip on hot coffee while I'm getting ready in the AMs. So I pour myself a cup of hot coffee and take my mug of coffee to the bathroom and place it on my Mr. Coffee mug warmer. While I am showering, drying my hair, getting dressed, etc., my coffee stays hot...at about the same temp as it was poured. The warmer works great. The only improvement would possibly be an automatic shut-off after, say, two hours, as once in a while in my dash to get to work, I forget to turn it off. But overall, this basic little warmer is a great product for the affordable rate!",Price / Value,"overall, this basic little warmer is a great product for the affordable rate",Positive,0.9999924524961041
"Rather flimsy construction, prone to leaks, with a distinct chemical smell when baby is wet--I wouldn't buy these diapers again.",Build Quality,"Rather flimsy construction, prone to leaks, with a distinct chemical smell when baby is wet--I wouldn't buy these diapers again",Negative,0.9999999999993254
"I CHANGED FROM HUGGIES TO PAMPERS BECAUSE OF THE PRICE BUT NOW I SEE THAT HUGGIES IS WELL WORTH THE PRICE. MY SON USED PAMPERS WHEN HE WAS BORN JUST BECAUSE THAT'S THE BRAND THE HOSPITAL WAS USING, BUT I QUICKLY CHANGES TO HUGGIES AND WAS VERY PLEASED. THEN I DECIDED TO GIVE PAMPERS BABY DRY A TRY SINCE THE PRICE WAS CHEAPER AND I GOT MORE DIAPERS FOR MY MONEY. THEY RAVE ABOUT A BABY DRY SYSTEM THAT LAST 12HOURS.....NOT AT ALL. MY BABY LEAKS AFTER A COUPLE OF HOURS. THE DIAPERS ARE EXTREMELY THIN. I STILL HAVE SOME HUGGIES LEFT OVER AND I HAVE TO USE THOSE FOR NIGHTIME BECAUSE IF I USE THE PAMPERS MY BABY WAKES UP CRYING IN THE MIDDLE OF THE NITE ALL WET THROUGH HIS ONESIE, PJ'S AND CRIB SHEET!!! HORRIBLE DIAPER...NOW I'M STUCK WITH OVER 200 DIAPERS. I'M GOING BACK TO HUGGIES AS SOON AS I FINISH THIS PACK, UNFORTUNATELY WILL HAVE TO BUY HUGGIES OVERNITES MEANWHILE I FINISH THE PAMPERS.",Price / Value,I CHANGED FROM HUGGIES TO PAMPERS BECAUSE OF THE PRICE ... NOW I SEE THAT HUGGIES IS WELL WORTH THE PRICE ... THEN I DECIDED TO GIVE PAMPERS BABY DRY A TRY SINCE THE PRICE WAS CHEAPER AND I GOT MORE DIAPERS FOR MY MONEY,Negative,0.9705022248278664
"I truly enjoyed this novella, with its tropes of double identity adding up to a delicious comedy. I also want to praise the writing (I cannot fathom how the commentator just below me could miss this) which is spare and elegant and makes every word count. You don't need to know anything about the Lacan case -- I had never heard of him prior to reading Aiding & Abetting -- but it helps to be interested at least somewhat in the British aristocracy. That class' bizarre double standards and pure unconsciousness about certain flaws has never been brought out better. In fact, Sparks' illustration of the aristocratic attitude is scary in its amorality.A very entertaining and representative novella and a terrific introduction to Sparks' work.",Customer Support,A very entertaining and representative novella and a terrific introduction to Sparks' work,Positive,0.9728596515182496
"I have used Pampers Baby Dry on my son for several months now and have been very pleased. For reference, my son is in the 90th percentile for height and weight for his age. These Pampers fit him well and we have had no leaks, though this may not be the case for a baby with a different build. In comparison, I have also tried:1. Huggies Pure & Natural, which shed lint all over my baby's bottom;2. Huggies Snug & Dry, which also shed lint in addition to leaking at night;3. Pampers Sensitive, which is also a great diaper that I used for his first few months. It is just more expensive and we no longer needed the ""sensitive"" option.Overall, Pampers Baby Dry are great. The only downside is that the tabs can sometimes rub the thighs. Pampers has remedied this by adding ""wings"" to the front sides to protect chubbier thighs from the plastic tabs. Additionally, with Amazon's Subscribe & Save, these diapers are very economical.",Build Quality,"this may not be the case for a baby with a different build ... Pampers has remedied this by adding ""wings"" to the front sides to protect chubbier thighs from the plastic tabs",Positive,0.9999999768822926
"I have used Pampers Baby Dry on my son for several months now and have been very pleased. For reference, my son is in the 90th percentile for height and weight for his age. These Pampers fit him well and we have had no leaks, though this may not be the case for a baby with a different build. In comparison, I have also tried:1. Huggies Pure & Natural, which shed lint all over my baby's bottom;2. Huggies Snug & Dry, which also shed lint in addition to leaking at night;3. Pampers Sensitive, which is also a great diaper that I used for his first few months. It is just more expensive and we no longer needed the ""sensitive"" option.Overall, Pampers Baby Dry are great. The only downside is that the tabs can sometimes rub the thighs. Pampers has remedied this by adding ""wings"" to the front sides to protect chubbier thighs from the plastic tabs. Additionally, with Amazon's Subscribe & Save, these diapers are very economical.",Price / Value,"It is just more expensive and we no longer needed the ""sensitive"" option",Negative,0.9516005825873407
ok product if you only need it for a year or so. Mine stopped working and will not power on. Many similar complaints online.,Battery,Mine stopped working and will not power on,Negative,0.9991993583375127
"As I write this I'm 48 min. into the movie and i don't know if I'm watching a female version of cliffhanger or a Horror movie. All I have seen is 5 females have a sleepover in a cabin, some woman get stuck and starts to hyperventelate and some woman have a hard to time crossing over a hole. So if your up for watching 5 women having a caving expedition with the usual female driven bickering among each other then i would recommend it but if your looking for horror see Wolf Creek or something. Oh by the way i'm 56 min. into it now and still nothing. Save your money.",Price / Value,Save your money,Negative,0.991434540580625
"Great diapers and great value! We LOVE pampers! They are very soft, stretchy and provide wonderful protection. We haven't had any leak yet!",Price / Value,Great diapers and great value,Positive,0.999999866250939
"I did find Cole's analysis of seducing a woman's mind first by helping her clear it useful. Other than that, it's like reading a cheap novel, but without much vulgarity. There are more credible resources. And frankly, I think there's just nothing new here.",Price / Value,"Other than that, it's like reading a cheap novel",Negative,0.9768507855162305
